,inventory_id,film_id,title,length,category,special_features,rating,customer_id,customer_name,email,active,rental_id,rental_date,rental_weekday,rental_duration,rental_rate,amount
7139,2877,631,NOVOCAINE FLIGHT,64,Sports,"Trailers,Commentaries,Deleted Scenes",G,91,LOIS BUTLER,LOIS.BUTLER@sakilacustomer.org,1,7143,2005-July-27th,Wednesday,4,0.99,0.99
7140,4506,984,WONDERFUL DROP,126,Foreign,Commentaries,NC-17,485,CLYDE TOBIAS,CLYDE.TOBIAS@sakilacustomer.org,1,7144,2005-July-27th,Wednesday,3,2.99,4.99
7141,3653,797,SILENCE KANE,67,Music,"Trailers,Deleted Scenes,Behind the Scenes",R,109,EDNA WEST,EDNA.WEST@sakilacustomer.org,1,7145,2005-July-27th,Wednesday,7,0.99,0.99
7142,2245,485,JERSEY SASSY,60,Children,"Deleted Scenes,Behind the Scenes",PG,323,MATTHEW MAHAN,MATTHEW.MAHAN@sakilacustomer.org,1,7146,2005-July-27th,Wednesday,6,4.99,7.99
7143,990,220,DEER VIRGINIAN,106,Music,Deleted Scenes,NC-17,192,LAURIE LAWRENCE,LAURIE.LAWRENCE@sakilacustomer.org,1,7147,2005-July-27th,Wednesday,7,2.99,2.99
7144,1783,387,GUN BONNIE,100,Games,Behind the Scenes,G,354,JUSTIN NGO,JUSTIN.NGO@sakilacustomer.org,1,7148,2005-July-27th,Wednesday,7,0.99,0.99
7145,3902,852,STRANGELOVE DESIRE,103,Children,"Trailers,Commentaries,Deleted Scenes",NC-17,242,GLENDA FRAZIER,GLENDA.FRAZIER@sakilacustomer.org,1,7149,2005-July-27th,Wednesday,4,0.99,3.99
7146,457,101,BROTHERHOOD BLANKET,73,Documentary,Behind the Scenes,R,191,JEANETTE GREENE,JEANETTE.GREENE@sakilacustomer.org,1,7150,2005-July-27th,Wednesday,3,0.99,6.99
7147,1259,279,ELIZABETH SHANE,152,Sports,"Trailers,Deleted Scenes,Behind the Scenes",NC-17,289,VIOLET RODRIQUEZ,VIOLET.RODRIQUEZ@sakilacustomer.org,1,7151,2005-July-27th,Wednesday,7,4.99,4.99
7148,2338,508,LAMBS CINCINATTI,144,Games,"Trailers,Behind the Scenes",PG-13,370,WAYNE TRUONG,WAYNE.TRUONG@sakilacustomer.org,1,7152,2005-July-27th,Wednesday,6,4.99,7.99
7149,2657,583,MISSION ZOOLANDER,164,Animation,Behind the Scenes,PG-13,41,STEPHANIE MITCHELL,STEPHANIE.MITCHELL@sakilacustomer.org,1,7153,2005-July-27th,Wednesday,3,4.99,4.99
7150,2019,439,HUNCHBACK IMPOSSIBLE,151,Drama,"Trailers,Deleted Scenes",PG-13,518,GABRIEL HARDER,GABRIEL.HARDER@sakilacustomer.org,1,7154,2005-July-27th,Wednesday,4,4.99,4.99
7151,171,37,ARIZONA BANG,121,Classics,"Trailers,Deleted Scenes",PG,23,SARAH LEWIS,SARAH.LEWIS@sakilacustomer.org,1,7155,2005-July-27th,Wednesday,3,2.99,7.99
7152,34,7,AIRPLANE SIERRA,62,Comedy,"Trailers,Deleted Scenes",PG-13,154,MICHELE GRANT,MICHELE.GRANT@sakilacustomer.org,1,7156,2005-July-27th,Wednesday,6,4.99,4.99
7153,1353,298,EYES DRIVING,172,Sci-Fi,"Trailers,Commentaries",PG-13,423,ALFRED CASILLAS,ALFRED.CASILLAS@sakilacustomer.org,1,7157,2005-July-27th,Wednesday,4,2.99,4.99
7154,2432,531,LOSE INCH,137,Foreign,"Trailers,Commentaries",R,38,MARTHA GONZALEZ,MARTHA.GONZALEZ@sakilacustomer.org,1,7158,2005-July-27th,Wednesday,3,0.99,4.99
7155,1220,270,EARTH VISION,85,New,"Trailers,Commentaries,Deleted Scenes",NC-17,158,VERONICA STONE,VERONICA.STONE@sakilacustomer.org,1,7159,2005-July-27th,Wednesday,7,0.99,2.99
7156,3905,852,STRANGELOVE DESIRE,103,Children,"Trailers,Commentaries,Deleted Scenes",NC-17,71,KATHY JAMES,KATHY.JAMES@sakilacustomer.org,1,7160,2005-July-27th,Wednesday,4,0.99,0.99
7157,378,83,BLUES INSTINCT,50,Family,"Trailers,Deleted Scenes,Behind the Scenes",G,572,SIDNEY BURLESON,SIDNEY.BURLESON@sakilacustomer.org,1,7161,2005-July-27th,Wednesday,5,2.99,4.99
7158,2251,486,JET NEIGHBORS,59,Foreign,"Trailers,Commentaries,Behind the Scenes",R,289,VIOLET RODRIQUEZ,VIOLET.RODRIQUEZ@sakilacustomer.org,1,7162,2005-July-27th,Wednesday,7,4.99,4.99
7159,3666,803,SLACKER LIAISONS,179,Drama,"Trailers,Commentaries,Behind the Scenes",R,38,MARTHA GONZALEZ,MARTHA.GONZALEZ@sakilacustomer.org,1,7163,2005-July-27th,Wednesday,7,4.99,5.99
7160,527,116,CANDIDATE PERDITION,70,Classics,"Deleted Scenes,Behind the Scenes",R,284,SONIA GREGORY,SONIA.GREGORY@sakilacustomer.org,1,7164,2005-July-27th,Wednesday,4,2.99,6.99
7161,497,111,CADDYSHACK JEDI,52,Action,"Commentaries,Deleted Scenes",NC-17,243,LYDIA BURKE,LYDIA.BURKE@sakilacustomer.org,1,7165,2005-July-27th,Wednesday,3,0.99,0.99
7162,1375,302,FANTASIA PARK,131,Games,Commentaries,G,562,WALLACE SLONE,WALLACE.SLONE@sakilacustomer.org,1,7166,2005-July-27th,Wednesday,5,2.99,3.99
7163,238,54,BANGER PINOCCHIO,113,Music,"Trailers,Commentaries,Deleted Scenes",R,380,RUSSELL BRINSON,RUSSELL.BRINSON@sakilacustomer.org,1,7167,2005-July-27th,Wednesday,5,0.99,2.99
7164,6,1,ACADEMY DINOSAUR,86,Documentary,"Deleted Scenes,Behind the Scenes",PG,252,MATTIE HOFFMAN,MATTIE.HOFFMAN@sakilacustomer.org,1,7168,2005-July-27th,Wednesday,6,0.99,0.99
7165,735,160,CLUB GRAFFITI,65,Animation,"Trailers,Deleted Scenes",PG-13,559,EVERETT BANDA,EVERETT.BANDA@sakilacustomer.org,1,7169,2005-July-27th,Wednesday,4,0.99,1.99
7166,370,81,BLINDNESS GUN,103,Sci-Fi,"Trailers,Behind the Scenes",PG-13,140,EVA RAMOS,EVA.RAMOS@sakilacustomer.org,1,7170,2005-July-27th,Wednesday,6,4.99,4.99
7167,4381,957,WAR NOTTING,80,Foreign,"Deleted Scenes,Behind the Scenes",G,406,NATHAN RUNYON,NATHAN.RUNYON@sakilacustomer.org,0,7171,2005-July-27th,Wednesday,7,4.99,4.99
7168,2405,525,LOATHING LEGALLY,140,Classics,Deleted Scenes,R,362,NICHOLAS BARFIELD,NICHOLAS.BARFIELD@sakilacustomer.org,1,7172,2005-July-27th,Wednesday,4,0.99,1.99
7169,177,39,ARMAGEDDON LOST,99,Sci-Fi,Trailers,G,592,TERRANCE ROUSH,TERRANCE.ROUSH@sakilacustomer.org,0,7173,2005-July-27th,Wednesday,5,0.99,0.99
7170,46,10,ALADDIN CALENDAR,63,Sports,"Trailers,Deleted Scenes",NC-17,570,IVAN CROMWELL,IVAN.CROMWELL@sakilacustomer.org,1,7174,2005-July-27th,Wednesday,6,4.99,4.99
7171,568,123,CASABLANCA SUPER,85,Travel,"Trailers,Deleted Scenes,Behind the Scenes",G,190,YOLANDA WEAVER,YOLANDA.WEAVER@sakilacustomer.org,1,7175,2005-July-27th,Wednesday,6,4.99,4.99
7172,227,51,BALLOON HOMEWARD,75,Music,Deleted Scenes,NC-17,257,MARSHA DOUGLAS,MARSHA.DOUGLAS@sakilacustomer.org,1,7176,2005-July-27th,Wednesday,5,2.99,2.99
7173,3818,835,SPY MILE,112,Games,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",PG-13,133,PAULINE HENRY,PAULINE.HENRY@sakilacustomer.org,1,7177,2005-July-27th,Wednesday,6,2.99,2.99
7174,1899,414,HELLFIGHTERS SIERRA,75,Foreign,"Deleted Scenes,Behind the Scenes",PG,31,BRENDA WRIGHT,BRENDA.WRIGHT@sakilacustomer.org,1,7178,2005-July-27th,Wednesday,3,2.99,2.99
7175,2365,514,LEBOWSKI SOLDIERS,69,Drama,"Commentaries,Deleted Scenes",PG-13,537,CLINTON BUFORD,CLINTON.BUFORD@sakilacustomer.org,1,7179,2005-July-27th,Wednesday,6,2.99,2.99
7176,460,101,BROTHERHOOD BLANKET,73,Documentary,Behind the Scenes,R,215,JESSIE BANKS,JESSIE.BANKS@sakilacustomer.org,1,7180,2005-July-27th,Wednesday,3,0.99,1.99
7177,2788,611,MUSKETEERS WAIT,73,Classics,"Deleted Scenes,Behind the Scenes",PG,130,CHARLOTTE HUNTER,CHARLOTTE.HUNTER@sakilacustomer.org,1,7181,2005-July-27th,Wednesday,7,4.99,4.99
7178,3209,705,PURPLE MOVIE,88,Foreign,"Commentaries,Deleted Scenes",R,97,ANNIE RUSSELL,ANNIE.RUSSELL@sakilacustomer.org,1,7182,2005-July-27th,Wednesday,4,2.99,5.99
7179,3384,743,ROOM ROMAN,60,Animation,"Trailers,Deleted Scenes,Behind the Scenes",PG,302,MICHAEL SILVERMAN,MICHAEL.SILVERMAN@sakilacustomer.org,1,7183,2005-July-27th,Wednesday,7,0.99,0.99
7180,2324,504,KWAI HOMEWARD,46,Drama,"Trailers,Commentaries",PG-13,457,BILL GAVIN,BILL.GAVIN@sakilacustomer.org,1,7184,2005-July-27th,Wednesday,5,0.99,1.99
7181,2340,509,LANGUAGE COWBOY,78,Children,"Trailers,Deleted Scenes",NC-17,121,JOSEPHINE GOMEZ,JOSEPHINE.GOMEZ@sakilacustomer.org,1,7185,2005-July-27th,Wednesday,5,0.99,0.99
7182,4005,872,SWEET BROTHERHOOD,185,Travel,Deleted Scenes,R,584,SALVADOR TEEL,SALVADOR.TEEL@sakilacustomer.org,1,7186,2005-July-27th,Wednesday,3,2.99,2.99
7183,2733,599,MOTHER OLEANDER,103,Sports,"Trailers,Commentaries",R,169,ERICA MATTHEWS,ERICA.MATTHEWS@sakilacustomer.org,0,7187,2005-July-27th,Wednesday,3,0.99,6.99
7184,2199,476,JASON TRAP,130,Family,"Trailers,Deleted Scenes,Behind the Scenes",NC-17,259,LENA JENSEN,LENA.JENSEN@sakilacustomer.org,1,7188,2005-July-27th,Wednesday,5,2.99,2.99
7185,4419,966,WEDDING APOLLO,70,Documentary,Trailers,PG,151,MEGAN PALMER,MEGAN.PALMER@sakilacustomer.org,1,7189,2005-July-27th,Wednesday,3,0.99,0.99
7186,1330,294,EXPECATIONS NATURAL,138,Travel,Deleted Scenes,PG-13,372,STEVE MACKENZIE,STEVE.MACKENZIE@sakilacustomer.org,1,7190,2005-July-27th,Wednesday,5,4.99,4.99
7187,4292,935,VANISHED GARDEN,142,New,"Trailers,Commentaries,Deleted Scenes",R,495,CHARLIE BESS,CHARLIE.BESS@sakilacustomer.org,1,7191,2005-July-27th,Wednesday,5,0.99,2.99
7188,4329,944,VIRGIN DAISY,179,Drama,"Trailers,Behind the Scenes",PG-13,532,NEIL RENNER,NEIL.RENNER@sakilacustomer.org,1,7192,2005-July-27th,Wednesday,6,4.99,4.99
7189,1801,391,HALF OUTFIELD,146,Family,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",PG-13,237,TANYA GILBERT,TANYA.GILBERT@sakilacustomer.org,1,7193,2005-July-27th,Wednesday,6,2.99,2.99
7190,254,57,BASIC EASY,90,Travel,Deleted Scenes,PG-13,172,BERNICE WILLIS,BERNICE.WILLIS@sakilacustomer.org,1,7194,2005-July-27th,Wednesday,4,2.99,3.99
7191,721,158,CLONES PINOCCHIO,124,Music,Behind the Scenes,R,157,DARLENE ROSE,DARLENE.ROSE@sakilacustomer.org,1,7195,2005-July-27th,Wednesday,6,2.99,2.99
7192,2998,657,PARADISE SABRINA,48,Comedy,"Commentaries,Deleted Scenes,Behind the Scenes",PG-13,118,KIM CRUZ,KIM.CRUZ@sakilacustomer.org,1,7196,2005-July-27th,Wednesday,5,2.99,2.99
7193,2109,457,INDEPENDENCE HOTEL,157,Documentary,"Trailers,Behind the Scenes",NC-17,577,CLIFTON MALCOLM,CLIFTON.MALCOLM@sakilacustomer.org,1,7197,2005-July-27th,Wednesday,5,0.99,0.99
7194,4283,932,VALLEY PACKER,73,Comedy,"Commentaries,Deleted Scenes",G,520,MITCHELL WESTMORELAND,MITCHELL.WESTMORELAND@sakilacustomer.org,1,7198,2005-July-27th,Wednesday,3,0.99,5.99
7195,3685,806,SLEEPY JAPANESE,137,New,"Trailers,Commentaries,Deleted Scenes",PG,292,MISTY LAMBERT,MISTY.LAMBERT@sakilacustomer.org,1,7199,2005-July-27th,Wednesday,4,2.99,5.99
7196,4406,963,WATCH TRACY,78,Animation,"Trailers,Deleted Scenes,Behind the Scenes",PG,78,LORI WOOD,LORI.WOOD@sakilacustomer.org,1,7200,2005-July-27th,Wednesday,5,0.99,1.99
7197,482,106,BULWORTH COMMANDMENTS,61,Games,Trailers,G,598,WADE DELVALLE,WADE.DELVALLE@sakilacustomer.org,1,7201,2005-July-27th,Wednesday,4,2.99,6.99
7198,109,22,AMISTAD MIDSUMMER,85,New,"Commentaries,Behind the Scenes",G,560,JORDAN ARCHULETA,JORDAN.ARCHULETA@sakilacustomer.org,1,7202,2005-July-27th,Wednesday,6,2.99,4.99
7199,1685,367,GOLDMINE TYCOON,153,Sci-Fi,"Trailers,Behind the Scenes",R,492,LESTER KRAUS,LESTER.KRAUS@sakilacustomer.org,1,7203,2005-July-27th,Wednesday,6,0.99,2.99
7200,2512,552,MAJESTIC FLOATS,130,Documentary,Trailers,PG,531,JAMIE WAUGH,JAMIE.WAUGH@sakilacustomer.org,1,7204,2005-July-27th,Wednesday,5,0.99,2.99
7201,2828,621,NETWORK PEAK,75,Family,"Commentaries,Deleted Scenes,Behind the Scenes",PG-13,36,KATHLEEN ADAMS,KATHLEEN.ADAMS@sakilacustomer.org,1,7205,2005-July-27th,Wednesday,5,2.99,6.99
7202,3752,820,SONS INTERVIEW,184,Animation,"Commentaries,Behind the Scenes",NC-17,373,LOUIS LEONE,LOUIS.LEONE@sakilacustomer.org,1,7206,2005-July-27th,Wednesday,3,2.99,3.99
7203,336,74,BIRCH ANTITRUST,162,Music,"Trailers,Commentaries,Deleted Scenes",PG,51,ALICE STEWART,ALICE.STEWART@sakilacustomer.org,1,7207,2005-July-27th,Wednesday,4,4.99,5.99
7204,1523,333,FREAKY POCUS,126,Music,"Trailers,Behind the Scenes",R,138,HAZEL WARREN,HAZEL.WARREN@sakilacustomer.org,1,7208,2005-July-27th,Wednesday,7,2.99,2.99
7205,3766,824,SPARTACUS CHEAPER,52,Family,"Deleted Scenes,Behind the Scenes",NC-17,49,JOYCE EDWARDS,JOYCE.EDWARDS@sakilacustomer.org,1,7209,2005-July-27th,Wednesday,4,4.99,4.99
7206,1984,433,HORN WORKING,95,Animation,Trailers,PG,176,JUNE CARROLL,JUNE.CARROLL@sakilacustomer.org,1,7210,2005-July-27th,Wednesday,4,2.99,2.99
7207,4445,972,WHISPERER GIANT,59,Sci-Fi,"Trailers,Deleted Scenes",PG-13,285,MIRIAM MCKINNEY,MIRIAM.MCKINNEY@sakilacustomer.org,1,7211,2005-July-27th,Wednesday,4,4.99,6.99
7208,2905,638,OPERATION OPERATION,156,Comedy,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",G,591,KENT ARSENAULT,KENT.ARSENAULT@sakilacustomer.org,1,7212,2005-July-27th,Wednesday,7,2.99,2.99
7209,2836,622,NEWSIES STORY,159,Documentary,"Trailers,Deleted Scenes",G,502,BRETT CORNWELL,BRETT.CORNWELL@sakilacustomer.org,1,7213,2005-July-27th,Wednesday,4,0.99,3.99
7210,802,174,CONFIDENTIAL INTERVIEW,180,Music,Commentaries,NC-17,309,CHRISTOPHER GRECO,CHRISTOPHER.GRECO@sakilacustomer.org,1,7214,2005-July-27th,Wednesday,6,4.99,5.99
7211,2713,595,MOON BUNCH,83,Foreign,"Deleted Scenes,Behind the Scenes",PG,473,JORGE OLIVARES,JORGE.OLIVARES@sakilacustomer.org,1,7215,2005-July-27th,Wednesday,7,0.99,2.99
7212,1812,394,HAMLET WISDOM,146,Sci-Fi,"Trailers,Deleted Scenes",R,292,MISTY LAMBERT,MISTY.LAMBERT@sakilacustomer.org,1,7216,2005-July-27th,Wednesday,7,2.99,2.99
7213,2646,580,MINE TITANS,166,New,"Trailers,Deleted Scenes",PG-13,20,SHARON ROBINSON,SHARON.ROBINSON@sakilacustomer.org,1,7217,2005-July-27th,Wednesday,3,4.99,4.99
7214,2458,536,LOVELY JINGLE,65,Classics,"Trailers,Behind the Scenes",PG,530,DARRYL ASHCRAFT,DARRYL.ASHCRAFT@sakilacustomer.org,1,7218,2005-July-27th,Wednesday,3,2.99,4.99
7215,4046,880,TELEMARK HEARTBREAKERS,152,Animation,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",PG-13,512,CECIL VINES,CECIL.VINES@sakilacustomer.org,1,7219,2005-July-27th,Wednesday,6,2.99,2.99
7216,3867,846,STING PERSONAL,93,New,"Commentaries,Deleted Scenes,Behind the Scenes",NC-17,79,RACHEL BARNES,RACHEL.BARNES@sakilacustomer.org,1,7220,2005-July-27th,Wednesday,3,4.99,9.99
7217,3820,836,SQUAD FISH,136,Sports,"Commentaries,Deleted Scenes,Behind the Scenes",PG,579,DARYL LARUE,DARYL.LARUE@sakilacustomer.org,1,7221,2005-July-27th,Wednesday,3,2.99,2.99
7218,2330,506,LADY STAGE,67,Horror,"Trailers,Deleted Scenes,Behind the Scenes",PG,206,TERRI VASQUEZ,TERRI.VASQUEZ@sakilacustomer.org,1,7222,2005-July-27th,Wednesday,4,4.99,4.99
7219,2623,575,MIDSUMMER GROUNDHOG,48,Documentary,"Trailers,Deleted Scenes",G,325,TIMOTHY BUNN,TIMOTHY.BUNN@sakilacustomer.org,1,7223,2005-July-27th,Wednesday,3,4.99,9.99
7220,2701,593,MONTEREY LABYRINTH,158,Horror,"Trailers,Commentaries",G,106,CONNIE WALLACE,CONNIE.WALLACE@sakilacustomer.org,1,7224,2005-July-27th,Wednesday,6,0.99,3.99
7221,632,137,CHARADE DUFFEL,66,Sci-Fi,"Trailers,Deleted Scenes,Behind the Scenes",PG,306,CHARLES KOWALSKI,CHARLES.KOWALSKI@sakilacustomer.org,1,7225,2005-July-27th,Wednesday,3,2.99,6.99
7222,3507,768,SCARFACE BANG,102,Children,"Commentaries,Deleted Scenes",PG-13,370,WAYNE TRUONG,WAYNE.TRUONG@sakilacustomer.org,1,7226,2005-July-27th,Wednesday,3,4.99,6.99
7223,791,173,CONFESSIONS MAGUIRE,65,Drama,Behind the Scenes,PG-13,164,JOANN GARDNER,JOANN.GARDNER@sakilacustomer.org,1,7227,2005-July-27th,Wednesday,7,4.99,6.99
7224,1693,369,GOODFELLAS SALUTE,56,Sci-Fi,Deleted Scenes,PG,481,HERMAN DEVORE,HERMAN.DEVORE@sakilacustomer.org,1,7228,2005-July-27th,Wednesday,4,4.99,4.99
7225,978,218,DECEIVER BETRAYED,122,Drama,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",NC-17,182,RENEE LANE,RENEE.LANE@sakilacustomer.org,1,7229,2005-July-27th,Wednesday,7,0.99,0.99
7226,1152,254,DRIVER ANNIE,159,Sports,"Trailers,Deleted Scenes,Behind the Scenes",PG-13,245,COURTNEY DAY,COURTNEY.DAY@sakilacustomer.org,1,7230,2005-July-27th,Wednesday,4,2.99,4.99
7227,1638,357,GILBERT PELICAN,114,Classics,"Trailers,Commentaries",G,86,JACQUELINE LONG,JACQUELINE.LONG@sakilacustomer.org,1,7231,2005-July-27th,Wednesday,7,0.99,2.99
7228,1147,253,DRIFTER COMMANDMENTS,61,Action,"Trailers,Behind the Scenes",PG-13,306,CHARLES KOWALSKI,CHARLES.KOWALSKI@sakilacustomer.org,1,7232,2005-July-27th,Wednesday,5,4.99,4.99
7229,213,48,BACKLASH UNDEFEATED,118,Children,"Trailers,Behind the Scenes",PG-13,245,COURTNEY DAY,COURTNEY.DAY@sakilacustomer.org,1,7233,2005-July-27th,Wednesday,3,4.99,5.99
7230,3873,846,STING PERSONAL,93,New,"Commentaries,Deleted Scenes,Behind the Scenes",NC-17,372,STEVE MACKENZIE,STEVE.MACKENZIE@sakilacustomer.org,1,7234,2005-July-27th,Wednesday,3,4.99,5.99
7231,1261,280,EMPIRE MALKOVICH,177,Children,Deleted Scenes,G,354,JUSTIN NGO,JUSTIN.NGO@sakilacustomer.org,1,7235,2005-July-27th,Wednesday,7,0.99,2.99
7232,3004,659,PARK CITIZEN,109,Action,"Trailers,Deleted Scenes",PG-13,218,VERA MCCOY,VERA.MCCOY@sakilacustomer.org,1,7236,2005-July-27th,Wednesday,3,4.99,8.99
7233,1904,414,HELLFIGHTERS SIERRA,75,Foreign,"Deleted Scenes,Behind the Scenes",PG,29,ANGELA HERNANDEZ,ANGELA.HERNANDEZ@sakilacustomer.org,1,7237,2005-July-27th,Wednesday,3,2.99,3.99
7234,1197,266,DYNAMITE TARZAN,141,Classics,Deleted Scenes,PG-13,116,VICTORIA GIBSON,VICTORIA.GIBSON@sakilacustomer.org,1,7238,2005-July-27th,Wednesday,4,0.99,0.99
7235,1786,388,GUNFIGHT MOON,70,Comedy,"Deleted Scenes,Behind the Scenes",NC-17,278,BILLIE HORTON,BILLIE.HORTON@sakilacustomer.org,1,7239,2005-July-27th,Wednesday,5,0.99,0.99
7236,4565,997,YOUTH KICK,179,Music,"Trailers,Behind the Scenes",NC-17,324,GARY COY,GARY.COY@sakilacustomer.org,1,7240,2005-July-27th,Wednesday,4,0.99,3.99
7237,2433,531,LOSE INCH,137,Foreign,"Trailers,Commentaries",R,354,JUSTIN NGO,JUSTIN.NGO@sakilacustomer.org,1,7241,2005-July-27th,Wednesday,3,0.99,0.99
7238,1966,429,HONEY TIES,84,Sports,"Trailers,Commentaries,Deleted Scenes",R,565,JAIME NETTLES,JAIME.NETTLES@sakilacustomer.org,1,7242,2005-July-27th,Wednesday,3,0.99,5.99
7239,1287,284,ENEMY ODDS,77,Music,Trailers,NC-17,238,NELLIE GARRETT,NELLIE.GARRETT@sakilacustomer.org,1,7243,2005-July-27th,Wednesday,5,4.99,4.99
7240,1329,293,EXORCIST STING,167,Sports,"Commentaries,Deleted Scenes,Behind the Scenes",G,339,WALTER PERRYMAN,WALTER.PERRYMAN@sakilacustomer.org,1,7244,2005-July-27th,Wednesday,6,2.99,2.99
7241,260,58,BEACH HEARTBREAKERS,122,Documentary,"Deleted Scenes,Behind the Scenes",G,95,PAULA BRYANT,PAULA.BRYANT@sakilacustomer.org,1,7245,2005-July-27th,Wednesday,6,2.99,5.99
7242,2003,436,HOURS RAGE,122,New,"Trailers,Deleted Scenes",NC-17,333,ANDREW PURDY,ANDREW.PURDY@sakilacustomer.org,1,7246,2005-July-27th,Wednesday,4,0.99,0.99
7243,1445,317,FIREBALL PHILADELPHIA,148,Comedy,"Trailers,Commentaries,Behind the Scenes",PG,102,CRYSTAL FORD,CRYSTAL.FORD@sakilacustomer.org,1,7247,2005-July-27th,Wednesday,4,0.99,0.99
7244,4256,925,UNITED PILOT,164,Documentary,"Trailers,Deleted Scenes",R,456,RONNIE RICKETTS,RONNIE.RICKETTS@sakilacustomer.org,1,7248,2005-July-27th,Wednesday,3,0.99,2.99
7245,2441,532,LOSER HUSTLER,80,Sports,"Deleted Scenes,Behind the Scenes",PG,425,FRANCIS SIKES,FRANCIS.SIKES@sakilacustomer.org,1,7249,2005-July-27th,Wednesday,5,4.99,4.99
7246,3410,747,ROXANNE REBEL,171,Games,"Deleted Scenes,Behind the Scenes",R,589,TRACY HERRMANN,TRACY.HERRMANN@sakilacustomer.org,1,7250,2005-July-27th,Wednesday,5,0.99,0.99
7247,1737,378,GREATEST NORTH,93,Music,"Trailers,Commentaries,Behind the Scenes",NC-17,360,RALPH MADRIGAL,RALPH.MADRIGAL@sakilacustomer.org,1,7251,2005-July-27th,Wednesday,5,2.99,2.99
7248,3107,683,PITY BOUND,60,Drama,Commentaries,NC-17,549,NELSON CHRISTENSON,NELSON.CHRISTENSON@sakilacustomer.org,1,7252,2005-July-27th,Wednesday,5,4.99,7.99
7249,1950,424,HOLOCAUST HIGHBALL,149,Children,Deleted Scenes,R,236,MARCIA DEAN,MARCIA.DEAN@sakilacustomer.org,1,7253,2005-July-27th,Wednesday,6,0.99,0.99
7250,2697,592,MONSTER SPARTACUS,107,Music,"Commentaries,Behind the Scenes",PG,286,VELMA LUCAS,VELMA.LUCAS@sakilacustomer.org,1,7254,2005-July-27th,Wednesday,6,2.99,2.99
7251,2101,456,INCH JET,167,Animation,Deleted Scenes,NC-17,502,BRETT CORNWELL,BRETT.CORNWELL@sakilacustomer.org,1,7255,2005-July-27th,Wednesday,6,4.99,4.99
7252,4275,930,VACATION BOONDOCK,145,Sci-Fi,Commentaries,R,363,ROY WHITING,ROY.WHITING@sakilacustomer.org,1,7256,2005-July-27th,Wednesday,4,2.99,2.99
7253,3302,727,RESURRECTION SILVERADO,117,Family,"Trailers,Deleted Scenes",PG,480,COREY HAUSER,COREY.HAUSER@sakilacustomer.org,1,7257,2005-July-27th,Wednesday,6,0.99,2.99
7254,2079,450,IDOLS SNATCHERS,84,Children,Trailers,NC-17,494,RAMON CHOATE,RAMON.CHOATE@sakilacustomer.org,1,7258,2005-July-27th,Wednesday,5,2.99,3.99
7255,2345,510,LAWLESS VISION,181,Animation,"Deleted Scenes,Behind the Scenes",G,406,NATHAN RUNYON,NATHAN.RUNYON@sakilacustomer.org,0,7259,2005-July-27th,Wednesday,6,4.99,4.99
7256,3827,838,STAGECOACH ARMAGEDDON,112,Action,"Trailers,Deleted Scenes",R,434,EDDIE TOMLIN,EDDIE.TOMLIN@sakilacustomer.org,1,7260,2005-July-27th,Wednesday,5,4.99,6.99
7257,942,209,DARKNESS WAR,99,Drama,"Deleted Scenes,Behind the Scenes",NC-17,172,BERNICE WILLIS,BERNICE.WILLIS@sakilacustomer.org,1,7261,2005-July-27th,Wednesday,6,2.99,2.99
7258,4097,892,TITANIC BOONDOCK,104,Animation,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",R,522,ARNOLD HAVENS,ARNOLD.HAVENS@sakilacustomer.org,1,7262,2005-July-27th,Wednesday,3,4.99,4.99
7259,725,159,CLOSER BANG,58,Comedy,"Trailers,Behind the Scenes",R,324,GARY COY,GARY.COY@sakilacustomer.org,1,7263,2005-July-27th,Wednesday,5,4.99,7.99
7260,2391,521,LIES TREATMENT,147,Drama,"Commentaries,Deleted Scenes,Behind the Scenes",NC-17,299,JAMES GANNON,JAMES.GANNON@sakilacustomer.org,1,7264,2005-July-27th,Wednesday,7,4.99,4.99
7261,3465,760,SAMURAI LION,110,New,Commentaries,G,290,KRISTINA CHAMBERS,KRISTINA.CHAMBERS@sakilacustomer.org,1,7265,2005-July-27th,Wednesday,5,2.99,2.99
7262,3379,741,ROMAN PUNK,81,Music,Trailers,NC-17,24,KIMBERLY LEE,KIMBERLY.LEE@sakilacustomer.org,1,7266,2005-July-27th,Wednesday,7,0.99,1.99
7263,3661,800,SINNERS ATLANTIS,126,Horror,"Trailers,Commentaries,Deleted Scenes",PG-13,122,THELMA MURRAY,THELMA.MURRAY@sakilacustomer.org,1,7267,2005-July-27th,Wednesday,7,2.99,2.99
7264,2740,601,MOULIN WAKE,79,Travel,Trailers,PG-13,260,CHRISTY VARGAS,CHRISTY.VARGAS@sakilacustomer.org,1,7268,2005-July-27th,Wednesday,4,0.99,1.99
7265,2089,453,IMAGE PRINCESS,178,Sports,"Trailers,Commentaries,Deleted Scenes",PG-13,209,TONYA CHAPMAN,TONYA.CHAPMAN@sakilacustomer.org,1,7269,2005-July-27th,Wednesday,3,2.99,3.99
