officeCode,officeRegion,officeCountry,officeState,officeCity,employeeFullName,jobTitle,lineManager,customerName,customerCountry,customerState,customerCity,creditLimit,orderNumber,orderDate,requiredDate,shippedDate,orderStatus,productName,productLine,productScale,productVendor,quantityInStock,quantityOrdered,COGS,invoicingPrice,MSRP
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Petit Auto",Belgium,NULL,Bruxelles,79900,10273,2004-07-21,2004-07-28,2004-07-22,Shipped,"1904 Buick Runabout","Vintage Cars",1:18,"Exoto Designs",8290,33,52.66,72.85,87.77
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Petit Auto",Belgium,NULL,Bruxelles,79900,10273,2004-07-21,2004-07-28,2004-07-22,Shipped,"18th century schooner",Ships,1:24,"Carousel DieCast Legends",1898,22,82.34,103.23,122.89
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Petit Auto",Belgium,NULL,Bruxelles,79900,10273,2004-07-21,2004-07-28,2004-07-22,Shipped,"1912 Ford Model T Delivery Wagon","Vintage Cars",1:24,"Min Lin Diecast",9173,27,46.91,84.08,88.51
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Petit Auto",Belgium,NULL,Bruxelles,79900,10273,2004-07-21,2004-07-28,2004-07-22,Shipped,"1940 Ford Delivery Sedan","Vintage Cars",1:24,"Carousel DieCast Legends",6621,48,48.64,83.86,83.86
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Petit Auto",Belgium,NULL,Bruxelles,79900,10273,2004-07-21,2004-07-28,2004-07-22,Shipped,"The Schooner Bluenose",Ships,1:700,"Autoart Studio Design",1897,21,34,66,66.67
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Petit Auto",Belgium,NULL,Bruxelles,79900,10273,2004-07-21,2004-07-28,2004-07-22,Shipped,"The Mayflower",Ships,1:700,"Studio M Art Models",737,21,43.3,77.95,86.61
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Petit Auto",Belgium,NULL,Bruxelles,79900,10273,2004-07-21,2004-07-28,2004-07-22,Shipped,"The USS Constitution Ship",Ships,1:700,"Red Start Diecast",7083,42,33.97,57.82,72.28
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Petit Auto",Belgium,NULL,Bruxelles,79900,10273,2004-07-21,2004-07-28,2004-07-22,Shipped,"The Titanic",Ships,1:700,"Carousel DieCast Legends",1956,40,51.09,91.15,100.17
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Petit Auto",Belgium,NULL,Bruxelles,79900,10273,2004-07-21,2004-07-28,2004-07-22,Shipped,"The Queen Mary",Ships,1:700,"Welly Diecast Productions",5088,26,53.63,89.38,99.31
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Petit Auto",Belgium,NULL,Bruxelles,79900,10273,2004-07-21,2004-07-28,2004-07-22,Shipped,"Pont Yacht",Ships,1:72,"Unimax Art Galleries",414,37,33.3,51.32,54.6
2,NA,USA,MA,Boston,"Julie Firrelli","Sales Rep",1143,"Collectables For Less Inc.",USA,MA,Brickhaven,70700,10274,2004-07-21,2004-07-29,2004-07-22,Shipped,"1980s Black Hawk Helicopter",Planes,1:18,"Red Start Diecast",5330,41,77.27,129.31,157.69
2,NA,USA,MA,Boston,"Julie Firrelli","Sales Rep",1143,"Collectables For Less Inc.",USA,MA,Brickhaven,70700,10274,2004-07-21,2004-07-29,2004-07-22,Shipped,"1900s Vintage Bi-Plane",Planes,1:24,"Autoart Studio Design",5942,40,34.25,56.86,68.51
2,NA,USA,MA,Boston,"Julie Firrelli","Sales Rep",1143,"Collectables For Less Inc.",USA,MA,Brickhaven,70700,10274,2004-07-21,2004-07-29,2004-07-22,Shipped,"1937 Horch 930V Limousine","Vintage Cars",1:24,"Autoart Studio Design",2902,24,26.3,65.09,65.75
2,NA,USA,MA,Boston,"Julie Firrelli","Sales Rep",1143,"Collectables For Less Inc.",USA,MA,Brickhaven,70700,10274,2004-07-21,2004-07-29,2004-07-22,Shipped,"HMS Bounty",Ships,1:700,"Unimax Art Galleries",3501,24,39.83,75.13,90.52
2,NA,USA,MA,Boston,"Julie Firrelli","Sales Rep",1143,"Collectables For Less Inc.",USA,MA,Brickhaven,70700,10274,2004-07-21,2004-07-29,2004-07-22,Shipped,"Boeing X-32A JSF",Planes,1:72,"Motor City Art Classics",4857,32,32.77,49.66,49.66
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"La Rochelle Gifts",France,NULL,Nantes,118200,10275,2004-07-23,2004-08-02,2004-07-29,Shipped,"1969 Harley Davidson Ultimate Chopper",Motorcycles,1:10,"Min Lin Diecast",7933,45,48.81,81.35,95.7
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"La Rochelle Gifts",France,NULL,Nantes,118200,10275,2004-07-23,2004-08-02,2004-07-29,Shipped,"1996 Moto Guzzi 1100i",Motorcycles,1:10,"Highway 66 Mini Classics",6625,22,68.99,115.37,118.94
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"La Rochelle Gifts",France,NULL,Nantes,118200,10275,2004-07-23,2004-08-02,2004-07-29,Shipped,"2003 Harley-Davidson Eagle Drag Bike",Motorcycles,1:10,"Red Start Diecast",5582,36,91.02,154.93,193.66
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"La Rochelle Gifts",France,NULL,Nantes,118200,10275,2004-07-23,2004-08-02,2004-07-29,Shipped,"P-51-D Mustang",Planes,1:72,"Gearbox Collectibles",992,35,49,70.12,84.48
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"La Rochelle Gifts",France,NULL,Nantes,118200,10275,2004-07-23,2004-08-02,2004-07-29,Shipped,"1936 Harley Davidson El Knucklehead",Motorcycles,1:18,"Welly Diecast Productions",4357,37,24.23,52.09,60.57
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"La Rochelle Gifts",France,NULL,Nantes,118200,10275,2004-07-23,2004-08-02,2004-07-29,Shipped,"1997 BMW R 1100 S",Motorcycles,1:24,"Autoart Studio Design",7003,21,60.86,105.94,112.7
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"La Rochelle Gifts",France,NULL,Nantes,118200,10275,2004-07-23,2004-08-02,2004-07-29,Shipped,"1928 British Royal Navy Airplane",Planes,1:24,"Classic Metal Creations",3627,25,66.74,97.38,109.42
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"La Rochelle Gifts",France,NULL,Nantes,118200,10275,2004-07-23,2004-08-02,2004-07-29,Shipped,"1960 BSA Gold Star DBD34",Motorcycles,1:24,"Highway 66 Mini Classics",15,30,37.32,61.7,76.17
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"La Rochelle Gifts",France,NULL,Nantes,118200,10275,2004-07-23,2004-08-02,2004-07-29,Shipped,"Corsair F4U ( Bird Cage)",Planes,1:24,"Second Gear Diecast",6812,41,29.34,58,68.24
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"La Rochelle Gifts",France,NULL,Nantes,118200,10275,2004-07-23,2004-08-02,2004-07-29,Shipped,"1900s Vintage Tri-Plane",Planes,1:24,"Unimax Art Galleries",2756,27,36.23,67.38,72.45
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"La Rochelle Gifts",France,NULL,Nantes,118200,10275,2004-07-23,2004-08-02,2004-07-29,Shipped,"1997 BMW F650 ST",Motorcycles,1:32,"Exoto Designs",178,23,66.92,89.9,99.89
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"La Rochelle Gifts",France,NULL,Nantes,118200,10275,2004-07-23,2004-08-02,2004-07-29,Shipped,"1928 Ford Phaeton Deluxe","Vintage Cars",1:32,"Highway 66 Mini Classics",136,28,33.02,58.47,68.79
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"La Rochelle Gifts",France,NULL,Nantes,118200,10275,2004-07-23,2004-08-02,2004-07-29,Shipped,"1930 Buick Marquette Phaeton","Vintage Cars",1:50,"Studio M Art Models",7062,38,27.06,40.15,43.64
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"La Rochelle Gifts",France,NULL,Nantes,118200,10275,2004-07-23,2004-08-02,2004-07-29,Shipped,"American Airlines: B767-300",Planes,1:700,"Min Lin Diecast",5841,32,51.15,85.86,91.34
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"La Rochelle Gifts",France,NULL,Nantes,118200,10275,2004-07-23,2004-08-02,2004-07-29,Shipped,"America West Airlines B757-200",Planes,1:700,"Motor City Art Classics",9653,39,68.8,82.77,99.72
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"La Rochelle Gifts",France,NULL,Nantes,118200,10275,2004-07-23,2004-08-02,2004-07-29,Shipped,"ATA: B757-300",Planes,1:700,"Highway 66 Mini Classics",7106,48,59.33,102.04,118.65
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"La Rochelle Gifts",France,NULL,Nantes,118200,10275,2004-07-23,2004-08-02,2004-07-29,Shipped,"F/A 18 Hornet 1/72",Planes,1:72,"Motor City Art Classics",551,43,54.4,72,80
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"La Rochelle Gifts",France,NULL,Nantes,118200,10275,2004-07-23,2004-08-02,2004-07-29,Shipped,"American Airlines: MD-11S",Planes,1:700,"Second Gear Diecast",8820,31,36.27,59.96,74.03
2,NA,USA,MA,Boston,"Julie Firrelli","Sales Rep",1143,"Online Mini Collectables",USA,MA,Brickhaven,68700,10276,2004-08-02,2004-08-11,2004-08-08,Shipped,"1968 Ford Mustang","Classic Cars",1:12,"Autoart Studio Design",68,50,95.34,184.84,194.57
2,NA,USA,MA,Boston,"Julie Firrelli","Sales Rep",1143,"Online Mini Collectables",USA,MA,Brickhaven,68700,10276,2004-08-02,2004-08-11,2004-08-08,Shipped,"2002 Suzuki XREO",Motorcycles,1:12,"Unimax Art Galleries",9997,43,66.27,150.62,150.62
2,NA,USA,MA,Boston,"Julie Firrelli","Sales Rep",1143,"Online Mini Collectables",USA,MA,Brickhaven,68700,10276,2004-08-02,2004-08-11,2004-08-08,Shipped,"1968 Dodge Charger","Classic Cars",1:12,"Welly Diecast Productions",9123,47,75.16,104.52,117.44
2,NA,USA,MA,Boston,"Julie Firrelli","Sales Rep",1143,"Online Mini Collectables",USA,MA,Brickhaven,68700,10276,2004-08-02,2004-08-11,2004-08-08,Shipped,"1970 Plymouth Hemi Cuda","Classic Cars",1:12,"Studio M Art Models",5663,38,31.92,67.83,79.8
2,NA,USA,MA,Boston,"Julie Firrelli","Sales Rep",1143,"Online Mini Collectables",USA,MA,Brickhaven,68700,10276,2004-08-02,2004-08-11,2004-08-08,Shipped,"1969 Dodge Super Bee","Classic Cars",1:18,"Min Lin Diecast",1917,38,49.05,78,80.41
2,NA,USA,MA,Boston,"Julie Firrelli","Sales Rep",1143,"Online Mini Collectables",USA,MA,Brickhaven,68700,10276,2004-08-02,2004-08-11,2004-08-08,Shipped,"1976 Ford Gran Torino","Classic Cars",1:18,"Gearbox Collectibles",9127,30,73.49,139.64,146.99
2,NA,USA,MA,Boston,"Julie Firrelli","Sales Rep",1143,"Online Mini Collectables",USA,MA,Brickhaven,68700,10276,2004-08-02,2004-08-11,2004-08-08,Shipped,"1957 Vespa GS150",Motorcycles,1:18,"Studio M Art Models",7689,33,32.95,54.71,62.17
2,NA,USA,MA,Boston,"Julie Firrelli","Sales Rep",1143,"Online Mini Collectables",USA,MA,Brickhaven,68700,10276,2004-08-02,2004-08-11,2004-08-08,Shipped,"1957 Corvette Convertible","Classic Cars",1:18,"Classic Metal Creations",1249,48,69.93,120.53,148.8
2,NA,USA,MA,Boston,"Julie Firrelli","Sales Rep",1143,"Online Mini Collectables",USA,MA,Brickhaven,68700,10276,2004-08-02,2004-08-11,2004-08-08,Shipped,"1982 Ducati 900 Monster",Motorcycles,1:24,"Highway 66 Mini Classics",6840,46,47.1,61.64,69.26
2,NA,USA,MA,Boston,"Julie Firrelli","Sales Rep",1143,"Online Mini Collectables",USA,MA,Brickhaven,68700,10276,2004-08-02,2004-08-11,2004-08-08,Shipped,"1971 Alpine Renault 1600s","Classic Cars",1:24,"Welly Diecast Productions",7995,20,38.58,58.17,61.23
2,NA,USA,MA,Boston,"Julie Firrelli","Sales Rep",1143,"Online Mini Collectables",USA,MA,Brickhaven,68700,10276,2004-08-02,2004-08-11,2004-08-08,Shipped,"1961 Chevrolet Impala","Classic Cars",1:18,"Classic Metal Creations",7869,48,32.33,67.1,80.84
2,NA,USA,MA,Boston,"Julie Firrelli","Sales Rep",1143,"Online Mini Collectables",USA,MA,Brickhaven,68700,10276,2004-08-02,2004-08-11,2004-08-08,Shipped,"1982 Ducati 996 R",Motorcycles,1:32,"Gearbox Collectibles",9241,27,24.14,35.4,40.23
2,NA,USA,MA,Boston,"Julie Firrelli","Sales Rep",1143,"Online Mini Collectables",USA,MA,Brickhaven,68700,10276,2004-08-02,2004-08-11,2004-08-08,Shipped,"1974 Ducati 350 Mk3 Desmo",Motorcycles,1:32,"Second Gear Diecast",3341,38,56.13,94.91,102.05
2,NA,USA,MA,Boston,"Julie Firrelli","Sales Rep",1143,"Online Mini Collectables",USA,MA,Brickhaven,68700,10276,2004-08-02,2004-08-11,2004-08-08,Shipped,"2002 Yamaha YZR M1",Motorcycles,1:50,"Autoart Studio Design",600,21,34.17,67.53,81.36
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Dragon Souveniers, Ltd.",Singapore,NULL,Singapore,103800,10277,2004-08-04,2004-08-12,2004-08-05,Shipped,"1969 Dodge Charger","Classic Cars",1:12,"Welly Diecast Productions",7323,28,58.73,93.28,115.16
1,NA,USA,CA,"San Francisco","Leslie Thompson","Sales Rep",1143,"Signal Gift Stores",USA,NV,"Las Vegas",71800,10278,2004-08-06,2004-08-16,2004-08-09,Shipped,"1993 Mazda RX-7","Classic Cars",1:18,"Highway 66 Mini Classics",3975,34,83.51,114.65,141.54
1,NA,USA,CA,"San Francisco","Leslie Thompson","Sales Rep",1143,"Signal Gift Stores",USA,NV,"Las Vegas",71800,10278,2004-08-06,2004-08-16,2004-08-09,Shipped,"1965 Aston Martin DB5","Classic Cars",1:18,"Classic Metal Creations",9042,23,65.96,107.02,124.44
1,NA,USA,CA,"San Francisco","Leslie Thompson","Sales Rep",1143,"Signal Gift Stores",USA,NV,"Las Vegas",71800,10278,2004-08-06,2004-08-16,2004-08-09,Shipped,"1948 Porsche 356-A Roadster","Classic Cars",1:18,"Gearbox Collectibles",8826,29,53.9,73.15,77
1,NA,USA,CA,"San Francisco","Leslie Thompson","Sales Rep",1143,"Signal Gift Stores",USA,NV,"Las Vegas",71800,10278,2004-08-06,2004-08-16,2004-08-09,Shipped,"1995 Honda Civic","Classic Cars",1:18,"Min Lin Diecast",9772,29,93.89,118.07,142.25
1,NA,USA,CA,"San Francisco","Leslie Thompson","Sales Rep",1143,"Signal Gift Stores",USA,NV,"Las Vegas",71800,10278,2004-08-06,2004-08-16,2004-08-09,Shipped,"1999 Indy 500 Monte Carlo SS","Classic Cars",1:18,"Red Start Diecast",8164,39,56.76,117.48,132
1,NA,USA,CA,"San Francisco","Leslie Thompson","Sales Rep",1143,"Signal Gift Stores",USA,NV,"Las Vegas",71800,10278,2004-08-06,2004-08-16,2004-08-09,Shipped,"1992 Ferrari 360 Spider red","Classic Cars",1:18,"Unimax Art Galleries",8347,42,77.9,167.65,169.34
1,NA,USA,CA,"San Francisco","Leslie Thompson","Sales Rep",1143,"Signal Gift Stores",USA,NV,"Las Vegas",71800,10278,2004-08-06,2004-08-16,2004-08-09,Shipped,"1948 Porsche Type 356 Roadster","Classic Cars",1:18,"Gearbox Collectibles",8990,31,62.16,114.44,141.28
1,NA,USA,CA,"San Francisco","Leslie Thompson","Sales Rep",1143,"Signal Gift Stores",USA,NV,"Las Vegas",71800,10278,2004-08-06,2004-08-16,2004-08-09,Shipped,"1966 Shelby Cobra 427 S/C","Classic Cars",1:24,"Carousel DieCast Legends",8197,35,29.18,48.8,50.31
1,NA,USA,CA,"San Francisco","Leslie Thompson","Sales Rep",1143,"Signal Gift Stores",USA,NV,"Las Vegas",71800,10278,2004-08-06,2004-08-16,2004-08-09,Shipped,"1982 Lamborghini Diablo","Classic Cars",1:24,"Second Gear Diecast",7723,31,16.24,37.38,37.76
1,NA,USA,CA,"San Francisco","Leslie Thompson","Sales Rep",1143,"Signal Gift Stores",USA,NV,"Las Vegas",71800,10278,2004-08-06,2004-08-16,2004-08-09,Shipped,"1956 Porsche 356A Coupe","Classic Cars",1:18,"Classic Metal Creations",6600,25,98.3,136.22,140.43
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10279,2004-08-09,2004-08-19,2004-08-15,Shipped,"1957 Ford Thunderbird","Classic Cars",1:18,"Studio M Art Models",3209,26,34.21,68.42,71.27
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10279,2004-08-09,2004-08-19,2004-08-15,Shipped,"1970 Chevy Chevelle SS 454","Classic Cars",1:24,"Unimax Art Galleries",1005,32,49.24,68.35,73.49
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10279,2004-08-09,2004-08-19,2004-08-15,Shipped,"1949 Jaguar XK 120","Classic Cars",1:24,"Classic Metal Creations",2350,49,47.25,76.33,90.87
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10279,2004-08-09,2004-08-19,2004-08-15,Shipped,"1952 Citroen-15CV","Classic Cars",1:24,"Exoto Designs",1452,48,72.82,106.87,117.44
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10279,2004-08-09,2004-08-19,2004-08-15,Shipped,"1969 Chevrolet Camaro Z28","Classic Cars",1:24,"Exoto Designs",4695,33,50.51,78.76,85.61
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10279,2004-08-09,2004-08-19,2004-08-15,Shipped,"2002 Chevy Corvette","Classic Cars",1:24,"Gearbox Collectibles",9446,48,62.11,95.3,107.08
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Amica Models & Co.",Italy,NULL,Torino,113000,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,"1952 Alpine Renault 1300","Classic Cars",1:10,"Classic Metal Creations",7305,34,98.58,205.73,214.3
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Amica Models & Co.",Italy,NULL,Torino,113000,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,"1940 Ford Pickup Truck","Trucks and Buses",1:18,"Studio M Art Models",2613,24,58.33,98,116.67
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Amica Models & Co.",Italy,NULL,Torino,113000,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,"1937 Lincoln Berline","Vintage Cars",1:18,"Motor City Art Classics",8693,50,60.62,87.33,102.74
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Amica Models & Co.",Italy,NULL,Torino,113000,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,"1936 Mercedes-Benz 500K Special Roadster","Vintage Cars",1:18,"Studio M Art Models",8635,27,24.26,47.44,53.91
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Amica Models & Co.",Italy,NULL,Torino,113000,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,"1917 Grand Touring Sedan","Vintage Cars",1:18,"Welly Diecast Productions",2724,26,86.7,161.5,170
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Amica Models & Co.",Italy,NULL,Torino,113000,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,"1911 Ford Town Car","Vintage Cars",1:18,"Motor City Art Classics",540,25,33.3,53.28,60.54
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Amica Models & Co.",Italy,NULL,Torino,113000,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,"1932 Model A Ford J-Coupe","Vintage Cars",1:18,"Autoart Studio Design",9354,37,58.48,109.33,127.13
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Amica Models & Co.",Italy,NULL,Torino,113000,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,"1928 Mercedes-Benz SSK","Vintage Cars",1:18,"Gearbox Collectibles",548,22,72.56,158.63,168.75
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Amica Models & Co.",Italy,NULL,Torino,113000,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,"1913 Ford Model T Speedster","Vintage Cars",1:18,"Carousel DieCast Legends",4189,46,60.78,82.06,101.31
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Amica Models & Co.",Italy,NULL,Torino,113000,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,"1934 Ford V8 Coupe","Vintage Cars",1:18,"Min Lin Diecast",5649,43,34.35,54.34,62.46
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Amica Models & Co.",Italy,NULL,Torino,113000,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,"18th Century Vintage Horse Carriage","Vintage Cars",1:18,"Red Start Diecast",5992,29,60.74,102.63,104.72
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Amica Models & Co.",Italy,NULL,Torino,113000,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,"1917 Maxwell Touring Car","Vintage Cars",1:18,"Exoto Designs",7913,34,57.54,99.21,99.21
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Amica Models & Co.",Italy,NULL,Torino,113000,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,"1932 Alfa Romeo 8C2300 Spider Sport","Vintage Cars",1:18,"Exoto Designs",6553,35,43.26,77.31,92.03
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Amica Models & Co.",Italy,NULL,Torino,113000,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,"1939 Chevrolet Deluxe Coupe","Vintage Cars",1:24,"Motor City Art Classics",7332,20,22.57,29.87,33.19
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Amica Models & Co.",Italy,NULL,Torino,113000,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,"1938 Cadillac V-16 Presidential Limousine","Vintage Cars",1:24,"Classic Metal Creations",2847,45,20.61,36.29,44.8
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Amica Models & Co.",Italy,NULL,Torino,113000,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,"1936 Mercedes Benz 500k Roadster","Vintage Cars",1:24,"Red Start Diecast",2081,33,21.75,35.29,41.03
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Amica Models & Co.",Italy,NULL,Torino,113000,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,"1936 Chrysler Airflow","Vintage Cars",1:24,"Second Gear Diecast",4710,21,57.46,79.86,97.39
2,NA,USA,MA,Boston,"Steve Patterson","Sales Rep",1143,"Diecast Classics Inc.",USA,PA,Allentown,100600,10281,2004-08-19,2004-08-28,2004-08-23,Shipped,"1962 LanciaA Delta 16V","Classic Cars",1:10,"Second Gear Diecast",6791,44,103.42,132.97,147.74
2,NA,USA,MA,Boston,"Steve Patterson","Sales Rep",1143,"Diecast Classics Inc.",USA,PA,Allentown,100600,10281,2004-08-19,2004-08-28,2004-08-23,Shipped,"1958 Setra Bus","Trucks and Buses",1:12,"Welly Diecast Productions",1579,25,77.9,127.1,136.67
2,NA,USA,MA,Boston,"Steve Patterson","Sales Rep",1143,"Diecast Classics Inc.",USA,PA,Allentown,100600,10281,2004-08-19,2004-08-28,2004-08-23,Shipped,"1957 Chevy Pickup","Trucks and Buses",1:12,"Exoto Designs",6125,41,55.7,98.36,118.5
2,NA,USA,MA,Boston,"Steve Patterson","Sales Rep",1143,"Diecast Classics Inc.",USA,PA,Allentown,100600,10281,2004-08-19,2004-08-28,2004-08-23,Shipped,"1964 Mercedes Tour Bus","Trucks and Buses",1:18,"Unimax Art Galleries",8258,48,74.86,114.14,122.73
2,NA,USA,MA,Boston,"Steve Patterson","Sales Rep",1143,"Diecast Classics Inc.",USA,PA,Allentown,100600,10281,2004-08-19,2004-08-28,2004-08-23,Shipped,"1926 Ford Fire Engine","Trucks and Buses",1:18,"Carousel DieCast Legends",2018,29,24.92,56.52,60.77
2,NA,USA,MA,Boston,"Steve Patterson","Sales Rep",1143,"Diecast Classics Inc.",USA,PA,Allentown,100600,10281,2004-08-19,2004-08-28,2004-08-23,Shipped,"1992 Ferrari 360 Spider red","Classic Cars",1:18,"Unimax Art Galleries",8347,25,77.9,135.47,169.34
2,NA,USA,MA,Boston,"Steve Patterson","Sales Rep",1143,"Diecast Classics Inc.",USA,PA,Allentown,100600,10281,2004-08-19,2004-08-28,2004-08-23,Shipped,"1940s Ford truck","Trucks and Buses",1:18,"Motor City Art Classics",3128,25,84.76,96.86,121.08
2,NA,USA,MA,Boston,"Steve Patterson","Sales Rep",1143,"Diecast Classics Inc.",USA,PA,Allentown,100600,10281,2004-08-19,2004-08-28,2004-08-23,Shipped,"1939 Cadillac Limousine","Vintage Cars",1:18,"Studio M Art Models",6645,44,23.14,42.76,50.31
2,NA,USA,MA,Boston,"Steve Patterson","Sales Rep",1143,"Diecast Classics Inc.",USA,PA,Allentown,100600,10281,2004-08-19,2004-08-28,2004-08-23,Shipped,"1962 Volkswagen Microbus","Trucks and Buses",1:24,"Autoart Studio Design",2327,25,61.34,112.46,127.79
2,NA,USA,MA,Boston,"Steve Patterson","Sales Rep",1143,"Diecast Classics Inc.",USA,PA,Allentown,100600,10281,2004-08-19,2004-08-28,2004-08-23,Shipped,"1958 Chevy Corvette Limited Edition","Classic Cars",1:24,"Carousel DieCast Legends",2542,20,15.91,33.95,35.36
2,NA,USA,MA,Boston,"Steve Patterson","Sales Rep",1143,"Diecast Classics Inc.",USA,PA,Allentown,100600,10281,2004-08-19,2004-08-28,2004-08-23,Shipped,"1980’s GM Manhattan Express","Trucks and Buses",1:32,"Motor City Art Classics",5099,29,53.93,80.9,96.31
2,NA,USA,MA,Boston,"Steve Patterson","Sales Rep",1143,"Diecast Classics Inc.",USA,PA,Allentown,100600,10281,2004-08-19,2004-08-28,2004-08-23,Shipped,"1954 Greyhound Scenicruiser","Trucks and Buses",1:32,"Classic Metal Creations",2874,31,25.98,44.91,54.11
2,NA,USA,MA,Boston,"Steve Patterson","Sales Rep",1143,"Diecast Classics Inc.",USA,PA,Allentown,100600,10281,2004-08-19,2004-08-28,2004-08-23,Shipped,"1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses",1:32,"Red Start Diecast",814,36,33.61,59.47,64.64
